"Subject","Model","Beta_Frequency","Beta_Semantic","Beta_Phonological","Negative_Log_Likelihood_Optimized","version","k","n","BIC"
814,"forage_phonologicaldynamiclocal_troyerextended",3.43663108367385,5.74047527231617,-0.168768171171104,137.233655583842,"V1",3,23,283.873793815471
815,"forage_phonologicaldynamiclocal_simdrop",4.75638031386026,4.11532265609214,-0.0631605835067092,128.894352584848,"V1",3,21,266.922272482866
815,"forage_phonologicaldynamiclocal_troyerextended",4.89590473113223,6.16953628189821,-0.274353079942297,128.590847015205,"V1",3,21,266.31526134358
816,"forage_phonologicaldynamiclocal_simdrop",4.33836744479385,5.52342889072618,-0.0809786587030328,135.824286646601,"V1",3,24,281.182734784247
816,"forage_phonologicaldynamiclocal_troyerextended",4.59857102630332,5.69388131160841,-0.118438763819144,138.627569004116,"V1",3,24,286.789299499277
818,"forage_phonologicaldynamiclocal_simdrop",5.68526038593736,3.38431143833631,-0.0628023438466218,123.628384680269,"V1",3,20,256.243966181199
818,"forage_phonologicaldynamiclocal_troyerextended",5.78023388579102,4.94196378050393,-0.231525419873608,122.15744044816,"V1",3,20,253.302077716982
819,"forage_phonologicaldynamiclocal_simdrop",7.6418366194708,4.673381333,-0.154133710825702,94.0477543975731,"V1",3,18,196.766624068835
819,"forage_phonologicaldynamiclocal_troyerextended",8.2059026094269,6.89121733321683,-0.369077697188343,93.7228970910825,"V1",3,18,196.116909455854
820,"forage_phonologicaldynamiclocal_simdrop",5.90005938655351,7.0395106180803,-0.314132415380015,158.618114465183,"V1",3,31,327.538190543822
820,"forage_phonologicaldynamiclocal_troyerextended",6.12836990718853,6.23001565310589,-0.234222932631198,163.783985718388,"V1",3,31,337.869933050232
821,"forage_phonologicaldynamiclocal_simdrop",6.49124153317168,3.67743888418101,-0.0027967905165022,114.992114603451,"V1",3,20,238.971426027565
821,"forage_phonologicaldynamiclocal_troyerextended",6.86063222058285,4.39808670459913,-0.0757915076079552,115.968229698243,"V1",3,20,240.923656217147
822,"forage_phonologicaldynamiclocal_simdrop",3.8573681174821,6.12112281271292,-0.264278777268,139.349137549678,"V1",3,24,288.232436590401
822,"forage_phonologicaldynamiclocal_troyerextended",4.29707642753925,5.77282305962126,-0.185717922407528,141.971732147487,"V1",3,24,293.477625786018
823,"forage_phonologicaldynamiclocal_simdrop",5.05137417377362,3.98030711085024,-0.0673576595832351,148.773960718566,"V1",3,24,307.082082928176
823,"forage_phonologicaldynamiclocal_troyerextended",5.04508641724785,3.62824422727112,-0.051215848729776,149.151570780606,"V1",3,24,307.837303052256
824,"forage_phonologicaldynamiclocal_simdrop",5.50874312565383,5.51474290077453,-0.210086708314462,106.543120511507,"V1",3,19,221.919557960513
824,"forage_phonologicaldynamiclocal_troyerextended",5.94314505874318,6.52748004321728,-0.32488424738632,106.652224432179,"V1",3,19,222.137765801857
825,"forage_phonologicaldynamiclocal_simdrop",4.42028243759779,5.94957894987882,-0.229661581559892,141.734950764816,"V1",3,25,293.126529004236
825,"forage_phonologicaldynamiclocal_troyerextended",4.56952178227649,5.12083428736006,-0.126186125057791,146.86023501195,"V1",3,25,303.377097498504
826,"forage_phonologicaldynamiclocal_simdrop",4.84360019513097,5.01937083130366,-0.218854797371005,106.251631508016,"V1",3,18,221.174378289721
826,"forage_phonologicaldynamiclocal_troyerextended",5.21280474810838,6.84796907887104,-0.440893606101977,102.500554936287,"V1",3,18,213.672225146263
827,"forage_phonologicaldynamiclocal_simdrop",4.1419565767993,6.10773472612043,-0.202019288442477,120.329404228709,"V1",3,21,249.792375770589
827,"forage_phonologicaldynamiclocal_troyerextended",4.52844561263225,6.4397466673928,-0.192387934022587,120.930862916578,"V1",3,21,250.995293146326
828,"forage_phonologicaldynamiclocal_simdrop",6.31544380575269,4.84582812805789,-0.120108514431469,132.859109063938,"V1",3,24,275.252379618919
828,"forage_phonologicaldynamiclocal_troyerextended",5.91930130638941,5.42733237677096,-0.229441835647481,131.78494150473,"V1",3,24,273.104044500504
829,"forage_phonologicaldynamiclocal_simdrop",5.51928712996556,4.05017747027824,-0.135293937582849,88.7319809414122,"V1",3,15,185.588112486131
829,"forage_phonologicaldynamiclocal_troyerextended",5.51849113209699,4.86015052188776,-0.127689808218988,86.2549091356753,"V1",3,15,180.633968874657
830,"forage_phonologicaldynamiclocal_simdrop",5.98124889714876,4.65528913715256,-0.208892632261367,166.839088280144,"V1",3,29,343.780064050248
830,"forage_phonologicaldynamiclocal_troyerextended",6.0013027764559,5.02782405717787,-0.252991638993838,171.041186982427,"V1",3,29,352.184261454814
831,"forage_phonologicaldynamiclocal_simdrop",7.02212240758646,5.3531396058923,-0.154079799429803,122.863419683009,"V1",3,23,255.133322013806
831,"forage_phonologicaldynamiclocal_troyerextended",6.68487141613872,5.14048871740805,-0.158945720334002,126.999657770024,"V1",3,23,263.405798187836
832,"forage_phonologicaldynamiclocal_simdrop",7.05232542534434,7.03917093012689,-0.408142945420841,83.3444934544552,"V1",3,17,175.188626941079
832,"forage_phonologicaldynamiclocal_troyerextended",7.13798811395542,7.89232487618842,-0.516130671910649,85.9634016698472,"V1",3,17,180.426443371863
833,"forage_phonologicaldynamiclocal_simdrop",5.81112502203671,5.28792642549939,-0.106789497191399,71.6388601244387,"V1",3,13,150.972568321262
833,"forage_phonologicaldynamiclocal_troyerextended",6.13360747786725,5.31258214392444,-0.0182277375569743,75.4940858543816,"V1",3,13,158.683019781148
834,"forage_phonologicaldynamiclocal_simdrop",7.15990724143402,5.34875360968852,-0.267910018103832,86.8818404066074,"V1",3,16,182.081446979934
834,"forage_phonologicaldynamiclocal_troyerextended",7.34602599866817,5.11400227491846,-0.152129720613844,88.7645420433252,"V1",3,16,185.84685025337
835,"forage_phonologicaldynamiclocal_simdrop",4.9272967020543,3.81078976736564,-0.202612970331262,108.896479605285,"V1",3,18,226.464074484259
835,"forage_phonologicaldynamiclocal_troyerextended",5.15761768285401,4.68133255340296,-0.333513909136077,110.330114255298,"V1",3,18,229.331343784284
837,"forage_phonologicaldynamiclocal_simdrop",4.66726736329027,5.88768250633525,-0.176163930526349,131.637902919923,"V1",3,24,272.80996733089
837,"forage_phonologicaldynamiclocal_troyerextended",4.78823819932441,5.77613076902076,-0.184059520655945,131.043963489777,"V1",3,24,271.622088470598
838,"forage_phonologicaldynamiclocal_simdrop",7.41935404720177,5.38898528966916,-0.215842577023624,104.447900947319,"V1",3,21,218.029369207808
838,"forage_phonologicaldynamiclocal_troyerextended",7.71122066508031,5.48520974311165,-0.199322719908551,110.075217727574,"V1",3,21,229.284002768319
839,"forage_phonologicaldynamiclocal_simdrop",6.72235310955922,6.14773595419748,-0.20017070398698,116.739650508993,"V1",3,23,242.885783665773
839,"forage_phonologicaldynamiclocal_troyerextended",6.47510081371978,6.61961652320397,-0.267485458659939,117.539322050788,"V1",3,23,244.485126749363
840,"forage_phonologicaldynamiclocal_simdrop",3.91877451095641,5.43839940775123,-0.202966338219458,162.296007050939,"V1",3,27,334.47952469989
840,"forage_phonologicaldynamiclocal_troyerextended",3.85657536466707,7.14166123285767,-0.344422158504722,158.24773287804,"V1",3,27,326.382976354093
841,"forage_phonologicaldynamiclocal_simdrop",4.89812842098403,6.41052352462596,-0.30101379844669,163.193875468722,"V1",3,29,336.489638427403
841,"forage_phonologicaldynamiclocal_troyerextended",5.02483580954146,7.31336530615877,-0.343814242904232,164.951187106412,"V1",3,29,340.004261702783
842,"forage_phonologicaldynamiclocal_simdrop",5.1827959963171,4.96238420476834,-0.121766847386333,127.051204355097,"V1",3,22,263.375536070269
842,"forage_phonologicaldynamiclocal_troyerextended",5.10366126944029,5.6569496611676,-0.0886777875421921,127.829517151367,"V1",3,22,264.932161662809
843,"forage_phonologicaldynamiclocal_simdrop",4.49459941278717,5.30854931349979,-0.206775624332042,110.919512394879,"V1",3,19,230.672341727257
843,"forage_phonologicaldynamiclocal_troyerextended",5.05536429370326,4.56603858850418,-0.0503541747632752,115.912679745633,"V1",3,19,240.658676428765
844,"forage_phonologicaldynamiclocal_simdrop",5.79217135298811,6.1584627886774,-0.2531976604941,153.614168001748,"V1",3,28,317.224949534023
844,"forage_phonologicaldynamiclocal_troyerextended",6.17533258042465,7.23849389947247,-0.353167833068323,148.68348982814,"V1",3,28,307.363593186806
845,"forage_phonologicaldynamiclocal_simdrop",6.36962829504938,2.13524923039199,-0.0752122567312852,86.1694726158325,"V1",3,14,180.256117220511
845,"forage_phonologicaldynamiclocal_troyerextended",6.76357531633668,5.06709723700679,-0.175923832049185,84.9963081734892,"V1",3,14,177.909788335824
846,"forage_phonologicaldynamiclocal_simdrop",3.88038579735013,4.76719760174374,-0.150161259897371,185.214934793787,"V1",3,30,380.63346173256
846,"forage_phonologicaldynamiclocal_troyerextended",4.06577814948102,4.24444579373968,-0.0622207133076612,189.36447950013,"V1",3,30,388.932551145246
847,"forage_phonologicaldynamiclocal_simdrop",5.22336120355183,6.2302285837445,-0.17982733035768,139.222139147707,"V1",3,25,288.100905770019
847,"forage_phonologicaldynamiclocal_troyerextended",5.20742966261402,5.8020771448293,-0.139092349764505,142.408183699886,"V1",3,25,294.472994874376
848,"forage_phonologicaldynamiclocal_simdrop",4.83923757125817,5.62263346322649,-0.0582245104102486,155.101993333606,"V1",3,30,320.407578812198
848,"forage_phonologicaldynamiclocal_troyerextended",5.00916613529922,5.06394358408742,0.0729545950668921,156.408434531561,"V1",3,30,323.020461208108
849,"forage_phonologicaldynamiclocal_simdrop",5.36316972992148,5.0919363733598,-0.165250517433193,149.666963296133,"V1",3,26,309.108216206331
849,"forage_phonologicaldynamiclocal_troyerextended",5.44030071199032,4.76189505890249,-0.14245292474536,151.783469438735,"V1",3,26,313.341228491535
850,"forage_phonologicaldynamiclocal_simdrop",4.21957165506538,1.82494214477298,0.0527791532433848,67.9558891290804,"V1",3,10,142.819533537143
850,"forage_phonologicaldynamiclocal_troyerextended",4.14385447982872,0.707298812329482,1.96936838209967,66.2807918270004,"V1",3,10,139.469338932983
851,"forage_phonologicaldynamiclocal_simdrop",0.155293682728283,5.32479530618641,-0.0709684565870976,202.956312033328,"V1",3,31,416.214585680111
851,"forage_phonologicaldynamiclocal_troyerextended",0.200200511015479,4.74254905509445,-0.0372709764888188,210.136183738546,"V1",3,31,430.574329090547
852,"forage_phonologicaldynamiclocal_simdrop",4.3296544184622,5.55940652179514,-0.235357266716081,151.164718877348,"V1",3,25,311.986065229301
852,"forage_phonologicaldynamiclocal_troyerextended",4.19144935375494,5.8011259840423,-0.23698531356393,156.486726653364,"V1",3,25,322.630080781333
853,"forage_phonologicaldynamiclocal_simdrop",5.52691778611326,9.3924244220573,-2.67350456135183,50.9405280631778,"V1",3,10,108.788811405338
853,"forage_phonologicaldynamiclocal_troyerextended",5.04533741653795,8.49753129144695,-2.58802710758262,48.4831607238781,"V1",3,10,103.874076726738
854,"forage_phonologicaldynamiclocal_simdrop",5.16198971060033,4.00711229834776,-0.0731437504293041,132.613329585195,"V1",3,22,274.499786530465
854,"forage_phonologicaldynamiclocal_troyerextended",5.54604331288834,4.75887799767232,-0.122851360004306,133.89419796494,"V1",3,22,277.061523289955
855,"forage_phonologicaldynamiclocal_simdrop",3.93595349558444,4.93429266014776,-0.125934699497685,177.643375422506,"V1",3,29,365.388638334972
855,"forage_phonologicaldynamiclocal_troyerextended",4.02406792114722,5.59075300022985,-0.193918209178315,179.339337398626,"V1",3,29,368.780562287212
856,"forage_phonologicaldynamiclocal_simdrop",6.07995213068839,3.88595385037471,-0.261878946721322,109.411072185112,"V1",3,19,227.655461307724
856,"forage_phonologicaldynamiclocal_troyerextended",6.37880530799246,4.61016553144147,-0.277986668220235,113.89626788464,"V1",3,19,236.625852706779
857,"forage_phonologicaldynamiclocal_simdrop",6.42573761716199,2.61583119035065,-0.153716372108045,77.9968459072629,"V1",3,13,163.68853988691
857,"forage_phonologicaldynamiclocal_troyerextended",6.68984526904647,4.51750298074827,-0.193531935729552,78.0667380846093,"V1",3,13,163.828324241603
858,"forage_phonologicaldynamiclocal_simdrop",4.75504342917971,5.89268144428899,-0.260018587624162,125.0765627716,"V1",3,22,259.426252903275
858,"forage_phonologicaldynamiclocal_troyerextended",5.12772683700884,8.68888672430108,-0.545934681212476,119.248660243625,"V1",3,22,247.770447847324
859,"forage_phonologicaldynamiclocal_simdrop",4.40061524701471,5.26783793121614,-0.1354004615314,162.540007992851,"V1",3,28,335.076629516227
859,"forage_phonologicaldynamiclocal_troyerextended",4.2166969609133,5.36588852620569,-0.12323196907326,159.459961739994,"V1",3,28,328.916537010514
860,"forage_phonologicaldynamiclocal_simdrop",4.88543114488377,5.0384456287957,-0.212952428031525,96.0609936179825,"V1",3,16,200.439753402684
860,"forage_phonologicaldynamiclocal_troyerextended",4.46661034880631,6.30147704823015,-0.403191538627569,91.7554379812051,"V1",3,16,191.82864212913
861,"forage_phonologicaldynamiclocal_simdrop",0.026595109691076,6.93888295730589,-0.205476201837159,94.6688092820388,"V1",3,16,197.655384730797
861,"forage_phonologicaldynamiclocal_troyerextended",0.0236267396560268,7.6949051332374,-0.336469092497203,95.5432550602386,"V1",3,16,199.404276287196
862,"forage_phonologicaldynamiclocal_simdrop",5.34152311412471,5.61265875618629,-0.139120851420956,124.272936924162,"V1",3,22,257.819001208399
862,"forage_phonologicaldynamiclocal_troyerextended",4.96549504664502,5.82092708950173,-0.156016909429953,130.731933281963,"V1",3,22,270.736993924
863,"forage_phonologicaldynamiclocal_simdrop",5.66961796985067,4.8752486850789,-0.150797971406462,128.460520642474,"V1",3,23,266.327523932736
863,"forage_phonologicaldynamiclocal_troyerextended",5.98146203433289,5.48753174722033,-0.160582980689633,129.54473091493,"V1",3,23,268.495944477648
865,"forage_phonologicaldynamiclocal_simdrop",5.5217082965764,3.28821158921059,0.0110161576810039,112.857510727082,"V1",3,18,234.386136727852
865,"forage_phonologicaldynamiclocal_troyerextended",5.80323731212277,4.35751796202522,0.124306955434563,111.842169000246,"V1",3,18,232.35545327418
866,"forage_phonologicaldynamiclocal_simdrop",4.59501081907699,5.19474056019291,-0.152277321266673,122.09432466433,"V1",3,21,253.322216641829
866,"forage_phonologicaldynamiclocal_troyerextended",5.24087510545381,5.32392942083898,-0.139099748909262,130.680982110543,"V1",3,21,270.495531534257
867,"forage_phonologicaldynamiclocal_simdrop",5.05456486688483,5.16886224105048,-0.147020266694996,165.104877314072,"V1",3,28,340.20636815867
867,"forage_phonologicaldynamiclocal_troyerextended",4.91394078704201,4.69976866663307,-0.100119593253629,169.112879099691,"V1",3,28,348.222371729909
868,"forage_phonologicaldynamiclocal_simdrop",3.59991869290799,5.8475534366358,-0.195877542642383,105.220464667693,"V1",3,18,219.112044609074
868,"forage_phonologicaldynamiclocal_troyerextended",3.78376771342102,5.73293646131554,-0.152463498836027,104.371059137306,"V1",3,18,217.413233548301
869,"forage_phonologicaldynamiclocal_simdrop",5.79352850346482,4.80798919622968,-0.181100079961178,141.134574767072,"V1",3,25,291.925777008748
869,"forage_phonologicaldynamiclocal_troyerextended",6.14092788569667,6.29544549221437,-0.302686596329681,140.595967165987,"V1",3,25,290.848561806578
870,"forage_phonologicaldynamiclocal_simdrop",4.46523767621928,4.73718064713155,-0.13961679980084,132.927631510969,"V1",3,22,275.128390382012
870,"forage_phonologicaldynamiclocal_troyerextended",4.74054212829449,4.43014752037708,-0.0734588168688715,134.676051108283,"V1",3,22,278.625229576642
871,"forage_phonologicaldynamiclocal_simdrop",4.89450781968501,2.73415942928856,0.0287737128419596,97.5701707880216,"V1",3,15,203.26449217935
871,"forage_phonologicaldynamiclocal_troyerextended",4.9781375572443,3.63281311276292,-0.0698174510644841,98.4535576566966,"V1",3,15,205.0312659167
872,"forage_phonologicaldynamiclocal_simdrop",3.0404972483569,3.26173774835416,0.115681127850627,144.994294997021,"V1",3,22,299.261717354117
872,"forage_phonologicaldynamiclocal_troyerextended",3.2220866966937,2.92190880346121,0.194307398831484,148.192872801676,"V1",3,22,305.658872963428
873,"forage_phonologicaldynamiclocal_simdrop",6.85198071713897,4.87263116780654,-0.158711073212493,91.5158222325316,"V1",3,17,191.531284497232
873,"forage_phonologicaldynamiclocal_troyerextended",7.20163415989498,4.29685285523983,-0.0736396355834741,95.4689380732845,"V1",3,17,199.437516178738
874,"forage_phonologicaldynamiclocal_simdrop",0.116005420109159,4.06050312121469,0.10909775254596,177.539058434548,"V1",3,26,364.85240648316
874,"forage_phonologicaldynamiclocal_troyerextended",0.13593186352806,4.2437065662481,0.0146328693001756,181.772465173884,"V1",3,26,373.319219961832
875,"forage_phonologicaldynamiclocal_simdrop",3.52536591330579,7.23737423862567,-0.289305907699434,169.222907908015,"V1",3,31,348.747777429486
875,"forage_phonologicaldynamiclocal_troyerextended",3.6628383281152,7.76888651193166,-0.356043252857414,170.143366154585,"V1",3,31,350.588693922626
876,"forage_phonologicaldynamiclocal_simdrop",6.31155515448782,8.43040414946381,-0.495772897380099,83.1683973037954,"V1",3,17,174.836434639759
876,"forage_phonologicaldynamiclocal_troyerextended",6.93842984809641,7.104378804723,-0.322945792163365,91.7756579915541,"V1",3,17,192.050956015277
877,"forage_phonologicaldynamiclocal_simdrop",4.67673427508227,3.80508509403379,0.00395514409444752,172.492418263061,"V1",3,28,354.981450056647
877,"forage_phonologicaldynamiclocal_troyerextended",4.6787977208862,4.6245207971875,-0.0911765629648724,173.071374869654,"V1",3,28,356.139363269833
878,"forage_phonologicaldynamiclocal_simdrop",4.95561733728329,5.61883679986135,-0.235518491311979,130.632083575067,"V1",3,23,270.670649797921
878,"forage_phonologicaldynamiclocal_troyerextended",5.23561237469077,6.10420685168672,-0.265417631956059,133.037882617224,"V1",3,23,275.482247882236
879,"forage_phonologicaldynamiclocal_simdrop",3.95241554768137,4.97915745277088,-0.138857053625929,75.0017222335108,"V1",3,12,157.458164416386
879,"forage_phonologicaldynamiclocal_troyerextended",3.94113604572891,5.46045226604519,-0.19496633287708,80.0884495507589,"V1",3,12,167.631619050882
