"Subject","Model","Beta_Frequency","Beta_Semantic","Beta_Phonological","Negative_Log_Likelihood_Optimized","version","k","n","BIC"
824,"forage_phonologicalstatic",5.32574946616635,5.27261657139194,-0.212887975326743,102.263394531797,"V1",3,19,213.360106001093
825,"forage_phonologicalstatic",4.34136810267934,4.82997600404157,-0.128331106615811,141.693928626617,"V1",3,25,293.044484727838
826,"forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.5",5.17470133786123,8.5320268426789,-0.557684704973626,98.1329589175699,"V1",5,18,210.717776624621
827,"forage_phonologicaldynamiclocal_simdrop",4.1419565767993,6.10773472612043,-0.202019288442477,120.329404228709,"V1",3,21,249.792375770589
828,"forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.0",7.29507997755611,12.9218724061141,-2.6953270461384,120.941335192485,"V1",5,24,257.77293953671
829,"forage_phonologicaldynamicswitch_troyerextended",5.3920573361754,4.22830750842556,-2.19459048038107,84.0337118293275,"V1",3,15,176.191574261962
830,"forage_phonologicaldynamiclocal_simdrop",5.98124889714876,4.65528913715256,-0.208892632261367,166.839088280144,"V1",3,29,343.780064050248
831,"forage_phonologicaldynamicglobal_simdrop",6.94607993039494,5.16209863312517,-0.12603141631221,122.663823071963,"V1",3,23,254.734128791714
832,"forage_phonologicaldynamiclocal_simdrop",7.05232542534434,7.03917093012689,-0.408142945420841,83.3444934544552,"V1",3,17,175.188626941079
833,"forage_static",5.52598552518366,4.22655257274946,NA,71.2247872671646,"V1",2,13,147.579473249252
834,"forage_phonologicaldynamiclocal_simdrop",7.15990724143402,5.34875360968852,-0.267910018103832,86.8818404066074,"V1",3,16,182.081446979934
835,"forage_phonologicaldynamiclocal_delta_rise=0.75_fall=1.0",5.28080633512032,8.71984639944289,-2.72409376713142,103.064093123636,"V1",5,18,220.580045036754
837,"forage_phonologicalstatic",4.5662058898758,5.17559517819009,-0.143450255539759,130.240998696647,"V1",3,24,270.016158884339
838,"forage_phonologicaldynamicglobal_simdrop",7.39362508628982,5.32611053412129,-0.206847946833454,103.675952825043,"V1",3,21,216.485472963256
839,"forage_phonologicaldynamicglobal_simdrop",6.59283217683469,6.06965488553125,-0.190077427449759,115.998117858344,"V1",3,23,241.402718364476
840,"forage_phonologicaldynamiclocal_troyerextended",3.85657536466707,7.14166123285767,-0.344422158504722,158.24773287804,"V1",3,27,326.382976354093
841,"forage_phonologicaldynamiclocal_simdrop",4.89812842098403,6.41052352462596,-0.30101379844669,163.193875468722,"V1",3,29,336.489638427403
842,"forage_static",5.08475260530959,3.89082670816475,NA,127.183810907723,"V1",2,22,260.549706722162
843,"forage_phonologicaldynamiclocal_simdrop",4.49459941278717,5.30854931349979,-0.206775624332042,110.919512394879,"V1",3,19,230.672341727257
844,"forage_phonologicaldynamiclocal_troyerextended",6.17533258042465,7.23849389947247,-0.353167833068323,148.68348982814,"V1",3,28,307.363593186806
845,"forage_phonologicaldynamicglobal_norms_associative",6.6507980288073,4.11308485178036,-0.146137475808126,83.6908636414786,"V1",3,14,175.298899271803
846,"forage_phonologicaldynamiclocal_simdrop",3.88038579735013,4.76719760174374,-0.150161259897371,185.214934793787,"V1",3,30,380.63346173256
847,"forage_phonologicaldynamicglobal_simdrop",5.12937901435974,6.06841548654482,-0.155436967420665,138.325187744221,"V1",3,25,286.307002963047
848,"forage_dynamic_simdrop",4.85489617119184,5.3031971129075,NA,155.411076802715,"V1",2,30,317.624548368754
849,"forage_phonologicaldynamiclocal_simdrop",5.36316972992148,5.0919363733598,-0.165250517433193,149.666963296133,"V1",3,26,309.108216206331
850,"forage_phonologicaldynamiclocal_troyerextended",4.14385447982872,0.707298812329482,1.96936838209967,66.2807918270004,"V1",3,10,139.469338932983
851,"forage_dynamic_simdrop",0.156010897841449,4.98743013536473,NA,203.56462306225,"V1",2,31,413.99722053347
852,"forage_phonologicaldynamiclocal_simdrop",4.3296544184622,5.55940652179514,-0.235357266716081,151.164718877348,"V1",3,25,311.986065229301
853,"forage_phonologicaldynamiclocal_troyerextended",5.04533741653795,8.49753129144695,-2.58802710758262,48.4831607238781,"V1",3,10,103.874076726738
854,"forage_dynamic_simdrop",5.20557454114246,3.65886836403759,NA,133.086017981264,"V1",2,22,272.354120869244
855,"forage_phonologicaldynamiclocal_simdrop",3.93595349558444,4.93429266014776,-0.125934699497685,177.643375422506,"V1",3,29,365.388638334972
856,"forage_phonologicaldynamiclocal_simdrop",6.07995213068839,3.88595385037471,-0.261878946721322,109.411072185112,"V1",3,19,227.655461307724
857,"forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.75",6.91627661411324,12.2327619430614,-2.54056557882767,74.2131585303894,"V1",5,13,161.251063848086
858,"forage_phonologicaldynamiclocal_norms_categorical",5.1277283304169,8.68888655899676,-0.545934658115858,119.248660243623,"V1",3,22,247.77044784732
859,"forage_phonologicaldynamicglobal_troyerextended",4.17633025659562,5.5008349546653,-0.143445255279129,158.173807879971,"V1",3,28,326.344229290468
860,"forage_phonologicaldynamiclocal_troyerextended",4.46661034880631,6.30147704823015,-0.403191538627569,91.7554379812051,"V1",3,16,191.82864212913
861,"forage_phonologicaldynamicglobal_simdrop",0.02644518523321,6.80236733672227,-0.185081230638418,94.33177942985,"V1",3,16,196.981325026419
862,"forage_dynamic_simdrop",5.36653838327293,4.80224837134811,NA,125.811572955737,"V1",2,22,257.80523081819
863,"forage_phonologicaldynamicglobal_simdrop",5.59276783461835,5.00523744456445,-0.170704247746599,127.109729306472,"V1",3,23,263.625941260732
865,"forage_static",5.47627391771677,3.05839955833249,NA,111.874434903519,"V1",2,18,229.52961332283
866,"forage_phonologicaldynamicglobal_simdrop",4.53859043757811,5.26802465506292,-0.164242942706733,120.98631020163,"V1",3,21,251.106187716429
867,"forage_phonologicaldynamicglobal_simdrop",5.01944560571525,5.05913012557835,-0.128547524063776,164.768001928817,"V1",3,28,339.53261738816
868,"forage_phonologicaldynamicglobal_norms_associative",3.75494005231101,5.76613174737646,-0.157571689146459,103.624583560428,"V1",3,18,215.920282394544
869,"forage_phonologicaldynamiclocal_delta_rise=0.75_fall=1.0",6.02138683833588,8.85177763119235,-0.654115825767394,131.05812063978,"V1",5,25,278.2106204039
870,"forage_phonologicaldynamicglobal_simdrop",4.44279241856747,4.64984393312528,-0.124198500479532,132.67422481567,"V1",3,22,274.621576991416
871,"forage_dynamic_simdrop",4.88744237009956,2.81527354494002,NA,97.6255396917987,"V1",2,15,200.667179785802
872,"forage_phonologicaldynamicglobal_simdrop",3.09481146192087,3.19081157354045,0.14149780354693,143.879236633137,"V1",3,22,297.031600626348
873,"forage_phonologicaldynamicglobal_simdrop",6.75970615225684,4.85091429854526,-0.15514712510532,90.9935891826337,"V1",3,17,190.486818397436
874,"forage_phonologicaldynamicswitch_simdrop",0.117718463797681,4.41863157734939,-0.197814622719687,176.779825912152,"V1",3,26,363.333941438368
875,"forage_phonologicaldynamiclocal_simdrop",3.52536591330579,7.23737423862567,-0.289305907699434,169.222907908015,"V1",3,31,348.747777429486
876,"forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.75",6.60895854264218,10.2527232439479,-0.702780088283865,79.6329081204348,"V1",5,17,173.431882961151
877,"forage_dynamic_simdrop",4.67552272846362,3.82039828872882,NA,172.494426716548,"V1",2,28,351.653262453446
878,"forage_phonologicaldynamiclocal_simdrop",4.95561733728329,5.61883679986135,-0.235518491311979,130.632083575067,"V1",3,23,270.670649797921
879,"forage_dynamic_simdrop",4.02244762628478,4.39878293779172,NA,75.9056670649537,"V1",2,12,156.781147429483
